PreventiveFlag,CombinedText
0,Bear:  Regulatory/Medical Waste Fee | Ear Infection Fortiflora is to help with reoccurring ear infections
0,"Bear:  PVD Fortiflora Canine, Pouch, Each | Ear Infection Fortiflora is to help with reoccurring ear infections"
0,Buddy:  Radiograph Setup including 1st&2nd view | Coughing 
0,Buddy:  Radiograph Consult Idexx | Coughing 
0,Buddy:  RADIOGRAPH  ADDL VIEWS EACH | Coughing 
0,"Supreme Chipotle:  Discount: Urine & Urine Culture | Prostatitus, Recurrent UTI, Collapsing Trachea & Suspect IBD "
0,"Supreme Chipotle:  Urine & Urine Culture | Prostatitus, Recurrent UTI, Collapsing Trachea & Suspect IBD "
0,"Angel:  Consultation, Technician - Sea/Ren | Exam, CBC, Chemo "
0,Sophie:  Glandex Powder 155g | med for bowel issues and pain management 
0,Zippy :  FECAL EXAMINATION Pre Paid | Recheck fecal 
0,CASEY:  Chlorhex Go Home Kit | wound treatment 
0,CASEY:  Examination/Office Visit | wound treatment 
0,CASEY:  Wound Treatment | wound treatment 
0,"Buster:  Atopica for Cats 17mL | food change, allergies "
0,"Buster:  Discount: Atopica for Cats 17mL | food change, allergies "
0,Palmer:  Apoquel (Oclacitinib) 16mg Tab DISPMED | Allergies 
0,Daffodill:  Examination - Recheck | Infectious tracheobronchitis 
0,Daffodill:  Pill Cutter | Infectious tracheobronchitis 
0,Daffodill:  Medical Waste | Infectious tracheobronchitis 
0,Daffodill:  Doxycycline 100 mg  | Infectious tracheobronchitis 
0,SPIKE:  Merrick Texas Hold'ems Lamb Lung  8 oz | KIDNEY ISSUES 
0,SPIKE:  Vetmedin 1.25mg Chew Tabs 50ct bottle | KIDNEY ISSUES 
0,"Beatrice:  Exam/Consultation    Well Patient | physical exam, mild otitis  "
0,Griz:  Fecal Centrifugation-w/Giardia T808 | Giardia also ear cleaning for resolving ear infection (previous claim)
0,Griz:  Brief Ear Cleaning (not flush) | Giardia also ear cleaning for resolving ear infection (previous claim)
0,Griz:  Recheck Exam | Giardia also ear cleaning for resolving ear infection (previous claim)
0,Griz:  Purina Dental Chewz Treats | Giardia also ear cleaning for resolving ear infection (previous claim)
0,Ripley:  RC VDIET K9 Original Treats 500g | chronic ear inflamation 
0,Ripley:  Burow's 2% with 1% Hydrocortisone | chronic ear inflamation 
0,Tugboat:  SURGICAL CONSULTATION | Non-healing wound on the right pelvic limb after mass removal 
0,Tugboat:  Metacam  10 mL DIN 02237715 | Non-healing wound on the right pelvic limb after mass removal 
0,Millie:  Gastralieve Chew Tabs | vomiting 
0,Millie:  Pro Pectalin Tablets | vomiting 
0,Goldie:  Si Wu Xiao Feng Yin per gm (100g/bot) | Addisons  
0,Goldie:  Multi-Max Immune per cap (240cap/bot) | Addisons  
0,Goldie:  BLOOD COLLECTION | Addisons  
0,Goldie:  Xiao Chai Hu Tang per gm (100g/bot) | Addisons  
0,Goldie:  GENERAL PANEL- in clinic | Addisons  
0,Donne:  Exam & Consultation | anal sac disease 
0,Donne:  Anal Gland Emptying | anal sac disease 
0,Donne:  Fine Needle Aspirate | anal sac disease 
0,Donne:  Cytology | anal sac disease 
0,"Damien:  Epi-Otic Advanced 8oz DISPMED | Bacterial Dermatitis, Allergic Otitis, interdigital dermatitis "
0,"Damien:  Apoquel (Oclacitinib) 16mg Tab DISPCHR | Bacterial Dermatitis, Allergic Otitis, interdigital dermatitis "
0,"Damien:  Exam/Consultation    Well Patient | Bacterial Dermatitis, Allergic Otitis, interdigital dermatitis "
0,Captain Jack Sparrow:  Feline Geriatric Profile do | weight loss r/o thyroid dz 
0,Captain Jack Sparrow:  OSHA Compliance Bio Medical | weight loss r/o thyroid dz 
0,Captain Jack Sparrow:  Comprehensive Physical Exam | weight loss r/o thyroid dz 
0,Mazie:  Onsior for Cats (per tablet) | Urinating inappropriately-  
0,Sevita:  Dasuquin Advanced SOFT CHEWS 64ct Small t | RX refill 
0,"Darla:  Consultation, Emergency | Anal sac abscess "
0,Darla:  Gabapentin 50 mg Tablet - CP | Anal sac abscess 
0,"Darla:  Wound Prep, Minor | Anal sac abscess "
0,Darla:  Buprenorphine 0.3mg/ml oral (perml)BV | Anal sac abscess 
0,Darla:  Wellness II - 1711 (PCL) | Anal sac abscess 
0,Darla:  Midazolam 5 mg/ml Inj (ml) | Anal sac abscess 
0,Darla:  Cefovecin(Convenia)80mg/ml Inj(per ml)BV | Anal sac abscess 
0,Darla:  Ketamine 100 mg/ml Inj. (per ml) | Anal sac abscess 
0,Major:  Atopica 25mg box of 15 caps | Ongoing skin issues. 
0,Charm:  Surgery Consultation | surgery consult 
0,Jax:  Hot spot allergic dermatitis rec estimat | Skin issue 
0,Jax:  Injection | Skin issue 
0,Jax:  Vanectyl-P | Skin issue 
0,Jax:  Blood Collection Fee | Skin issue 
0,Jax:  canine fortiflora per packet | Skin issue 
0,Jax:  Cefaseptin 750 mg | Skin issue 
0,Jax:  Hibitane Ointment (30g) | Skin issue 
0,Jax:  Viaderm K C | Skin issue 
0,Jax:  Allergy spectrum all thingsfoo | Skin issue 
0,Sophie:  Cortisol (2) ACTH Stimulation T440 ACTH2 | Vomiting 
0,"Abby:  Cartrophen - Injectable 100mg/ml | arthritis, partial rupture L ACL "
0,Dre:  Prednisone A 5mg   | Allergies 
0,Dre:  EXAMINATION | Allergies 
0,Dre:  RC Canine Anallergenic 9kg  | Allergies 
0,Dre:  E-Collar 15 cm | Allergies 
0,Diesel:  Urine Collection | Allergies 
0,"Diesel:  Vet Screen, CBC, T4, UA | Allergies "
0,Diesel:  Nail Trim with Exam | Allergies 
0,Diesel:  Blood Collection (Single) | Allergies 
0,Diesel:  Cytopoint 40 mg Vial - Injection | Allergies 
0,Diesel:  Sedation - No Intubation | Allergies 
0,Diesel:  Cytopoint 30 mg Vial - Injection | Allergies 
0,Liz/Russell's Royal Flush:  Progress Recheck Exami | Sedation/C&S 
0,Roxy:  Apoquel 16mg | Anal Gland Expression and Refill Apoquel 
0,Roxy:  Anal Sacs - expression | Anal Gland Expression and Refill Apoquel 
0,Milo:  Apoquel 5.4 mg Tab | Allergies 
0,"Sammy:  Consultation, Minor | torn nail "
0,Sammy:  Bandage Application - Extra Small | torn nail 
0,Liz/Russell's Royal Flush:  Examination/Consultati | Lump/Cytology 
0,Thor:  -- Surgery Service | SQ mass right thorax 
0,Agnes:  Ventolin HFA 100 MCG Inhaler | Pneumonia/collapsing trachea 
0,Agnes:  RC Pill Assist Med/Lg Dogs 224g | Pneumonia/collapsing trachea 
0,Agnes:  Flovent HFA 250mcg - 120 doses | Pneumonia/collapsing trachea 
0,Agnes:  Zeniquin 25mg Tablets | Pneumonia/collapsing trachea 
0,Patty:  Cartrophen Vet 100mg/mL/mL OPINJ | Mobility  
0,Patty:  Exam/Consultation    Well Patient | Mobility  
0,Watson:  Chiropractic Treatment | chiropractic adjustment 
0,ROCKY:  PhytoVet CK Shampoo 8oz | skin  
0,Nash:  Consultation - Canine | Diarrhea fortiflora for previous diarrhea issues rest for new skin issues
0,Nash:  Douxo Pyo Pads 30s | Diarrhea fortiflora for previous diarrhea issues rest for new skin issues
0,Nash:  Fortiflora - Canine 30's | Diarrhea fortiflora for previous diarrhea issues rest for new skin issues
0,Nash:  Douxo Pyo Micro Spray 200ml | Diarrhea fortiflora for previous diarrhea issues rest for new skin issues
0,Toby:  Super Orti Vite per cap (120 caps/bot) | ongoing  
0,Savannah:  ProZinc Diabetic Care Kits | pancreatitis 
0,Savannah:  Glucose - Accustat | pancreatitis 
0,Savannah:  Fructosamine | pancreatitis 
0,Savannah:  Liver Chemistries | pancreatitis 
0,Jessie:  VetScan Comprehensive Diagnostic Profile+ | Liver Biopsy 
0,Jessie:  Sedation Level 1 | Liver Biopsy 
0,Jessie:  Ursodiol (gen) 250mg Tab DISPMED | Liver Biopsy 
0,Jessie:  US Guided Fine Needle Aspirate | Liver Biopsy 
0,Jessie:  Cytology (Initial Sample) CYTO | Liver Biopsy 
0,Harley:  Medical Progress Exam | soft tissue injury to front left leg 
0,Harley:  Rimadyl 100 mg Tablets | soft tissue injury to front left leg 
0,Hilda:  SENIOR SCREEN | Neurology issues 
0,Hilda:  NEUROLOGY REFERRAL CONSULT | Neurology issues 
0,Choron:  Baytril/Dex/TrizEDTA solution | ears 
0,Choron:  Discount: EXAMINATION RECHECK | ears 
0,Quacky:  Plasmalyte- 1L bag | Medication 
0,Gabriel:  Cerenia 10mg/ml inj. | Medication 
0,Gabriel:  Convenia 80mg/ml injection | Medication 
0,Gabriel:  Famotidine 10mg/mL   | Medication 
0,Gabriel:  Presc. Diet Feline i/d 4# | Medication 
0,Quacky:  IV line | Medication 
0,Quacky:  Presc. Diet Canine/Feline a/d can | Medication 
0,Lenny:  Vetmedin 2.5mg chewable #50 | Medication 
0,"Quacky:  Euthanasia, under 30 lbs. | Medication "
0,George:  Early Detection Panel - Antech | gastroenteritis 
0,George:  Ova Parasite/Giardia Test - 6 mo | gastroenteritis 
0,George:  X-Ray 2 Views | gastroenteritis 
0,George:  Physical Exam W/Semi Annual | gastroenteritis 
0,GEORGIA:  Omega Pro 3 Liquid 16 oz | On going skin issues 
0,GUS:  Cephalexin 500 Mg. | draining wound culture pending/ antibiotic for wound 
0,Buster:  Pedicure | Mass Removal 
0,Buster:  Examination / Consultation | Mass Removal 
0,Buster:  Local Lumpectomy | Mass Removal 
0,Buster:  Histological Sample Referral Institute | Mass Removal 
0,Buster:  Lurocaine Injectable | Mass Removal 
0,Heidi:  Osha Med/Haz Fee | Urinating in house U/A and BW  
0,Heidi:  Hema CBC/S-Chem/T4/UA/HW K9 SA710 VMG | Urinating in house U/A and BW  
0,Charlie:  Exam/Consult - Vomiting | vomiting 
0,Charlie:  Cerenia Injectable | vomiting 
0,Charlie:  Antirobe 75mg | vomiting 
0,Cooper:  Clavamox 375 mg | Antibiotic dispensed for Anal gland issue 
0,"Mila:  Follow up - Internal Medicine (Brief) | Hind end weakness , disoriented "
0,Taco:  IM/SQ Injection | Lump 
0,Taco:  General Surgery /10min | Lump 
0,Taco:  General Anesthesia | Lump 
0,Taco:  Isoflurane Maintenance/ 10minutes | Lump 
0,Taco:  Histopathology | Lump 
0,Taco:  Comfort Care-Rheumocam 1.5mg/ml oral | Lump 
0,Taco:  Surgical Intravenous Fluids | Lump 
0,Taco:  Hospitalization 1/2 day | Lump 
0,Taco:  Clavaseptin 250mg Chewable Tablet | Lump 
0,Dre:  Cytopoint 20mg inj (single inj)  | Allergies 
0,Dre:  Osurnia Otic Gel - 1ml tube | Allergies 
0,Dre:  Cytopoint 10mg (single vial)  | Allergies 
0,Dre:  PROFESSIONAL DISCOUNT SERVICE | Allergies 
0,Dre:  PROGRESS EXAM BRIEF | Allergies 
0,Dre:  EAR SWAB ANALYSIS( (MICRO) | Allergies 
0,Dre:  Prednisone A 5mg   | Allergies 
0,Maggie Mae:  Radiographs 2 views | follow up from 12/17/18 
0,Maggie Mae:  Physical Exam Recheck 20 min | follow up from 12/17/18 
0,Maggie Mae:  Carpal splint - Feline | follow up from 12/17/18 
0,Sophie:  Medical Progress Exam | Allergies  
0,Sophie:  Apoquel 16mg Tabs #21355 | Allergies  
0,Admiral:  xRadiograph Two Views | caudal ligament repair/hip dysplasia/osteo 
0,Admiral:  Radiograph Additional View (each) | caudal ligament repair/hip dysplasia/osteo 
0,"Admiral:  Consultation, Surgery | caudal ligament repair/hip dysplasia/osteo "
0,Tinkerbell:  Rhinoscopy | epistaxis R nares only 
0,Tinkerbell:  @Biopsy- 1 Site | epistaxis R nares only 
0,Tinkerbell:  Yunnan Baiyao Capsules | epistaxis R nares only 
0,Tinkerbell:  Dental Radiography Full Mouth Small | epistaxis R nares only 
0,Tinkerbell:  Peri-Operative Intravenous Catheter | epistaxis R nares only 
0,Tinkerbell:  Medical Waste Disposal Fee | epistaxis R nares only 
0,Tinkerbell:  Anesthesiology Fee K9 0-59lbs Init 45 | epistaxis R nares only 
0,Oliver Cooper:  Health Examination/Office Visit | URI 
0,Winnie:  TOOTHPASTE CET POULTRY | SMALL MASS 
0,Winnie:  EXAM/ILLNESS | SMALL MASS 
0,Winnie:  SENIOR WELLNESS SCREEN SA705 | SMALL MASS 
0,Winnie:  ULTRASOUND CYSTOCENTESIS | SMALL MASS 
0,Sales Tax | SMALL MASS 
0,Max:  Recheck - Oncology | Gastrointyestianl Stromal tumor recheck 
0,Max:  Discount: Recheck - Oncology | Gastrointyestianl Stromal tumor recheck 
0,"Buford:  Cartrophen Injection | Arthritis pain, gave Cartrophen injection.  Has had in the past (May 3, 2017) also on Flexadin for Arthritis.   "
0,"Buford:  Injection SQ/IM | Arthritis pain, gave Cartrophen injection.  Has had in the past (May 3, 2017) also on Flexadin for Arthritis.   "
0,Ruger:  Office Visit | Otitis Externa 
0,Ruger:  Medical Hazardous Waste Disposal | Otitis Externa 
0,Ruger:  Microscopic Exam | Otitis Externa 
0,Ruger:  Osurnia Otic Each dose | Otitis Externa 
0,Ruger:  Progress Examination | Otitis Externa 
0,Ruger:  Microscopic Exam | Otitis Externa 
0,Ruger:  Medical Hazardous Waste Disposal | Otitis Externa 
0,Ruger:  Osurnia Otic Each dose | Otitis Externa 
0,Harley:  PCV and Total Protein | proteinuria 
0,Harley:  Chem 15 bloodwork | proteinuria 
0,Harley:  Electrolytes 4 bloodwork - Catalyst | proteinuria 
0,Harley:  Urinalysis with UPC | proteinuria 
0,Harley:  Internal Medicine Recheck - Short | proteinuria 
0,Harley:  Blood Collection | proteinuria 
0,Harley:  Mirtazapine (Sandoz) 15mg | proteinuria 
0,Harley:  Maropitant Citrate - Cerenia Green 16 mg | proteinuria 
0,Georgia:  Office Exam - Sick animal/Problem | Lameness 
0,Georgia:  Companion Therapy Laser Single Treatment | Lameness 
0,Georgia:  Welactin Feline 4 oz | Lameness 
0,Georgia:  Onsior 6 mg tablet | Lameness 
0,Georgia:  Radiographic Examination - 2 views | Lameness 
0,Krissy:  Urinalysis - complete (Antech) T760 | suspect uti  
0,Krissy:  Cystocentesis - Ultrasound guided | suspect uti  
0,Krissy:  Medical Problem Consultation A | suspect uti  
0,Krissy:  Urine Culture and MIC  M130 | suspect uti  
0,Krissy:  Zeniquin 25 mg  | suspect uti  
0,Kodi:  Examination / Consultation | Broken tooth 
0,Kodi:  DNU Healthchek Plus #46 | Broken tooth 
0,Kodi:  Carprofen caplet 100mg  | Broken tooth 
0,Sales Tax | Broken tooth 
0,Clemintina:  Tobrex Ointment 3.5g | eyes 
0,Clemintina:  FLUORESCEIN STAIN EYE{S} | eyes 
0,Clemintina:  SCHIRMER TEAR TEST | eyes 
0,Tobi:  Consultation/Exam - Sore Limb/Paw | Sore Limb (Hind Left) 
0,Tobi:  Initial Two (2) Digital Views | Sore Limb (Hind Left) 
0,Tobi:  Metacam 10 ml bottle | Sore Limb (Hind Left) 
0,Tobi:  X-Ray Interpretation by Radiologist  | Sore Limb (Hind Left) 
0,Dre:  Viaderm KC Cream 15gm | Allergies 
0,Dre:  Viaderm KC Cream 15gm | Allergies 
0,"Fiona:  s - Senior - Superchem, CBC, T4, UA | Recheck Bloodwork on Liver "
0,Fiona:  Cystocentesis | Recheck Bloodwork on Liver 
0,Fiona:  OSHA Hazardous Waste Fee | Recheck Bloodwork on Liver 
0,Jack:  s - Glucose Curve 6 Tests | Diabetes 
0,Jack:  OSHA Hazardous Waste Fee | Diabetes 
0,Dre:  Viaderm KC Cream 15gm | Allergies 
0,Rocky:  Recheck | diarrhea off & on 
0,Rocky:  Discount: Recheck | diarrhea off & on 
0,Shelby:  Incurin 1mg tablets - 30 ct | Follow up for urinary incontinence 
0,Shelby:  Fluoxetine 20mg - Caps | Follow up for urinary incontinence 
0,Lavern:  CONSULTATION | hypercalcemia 
0,Lavern:  Urinalysis - Cystocentesis  | hypercalcemia 
0,Lavern:  PVD Fel OM Weight 156 g | hypercalcemia 
0,Lavern:  Hills w/d Fel Minced Chicken 5.5oz | hypercalcemia 
0,Lavern:  PVD Fel OM Weight Sav Select 156g | hypercalcemia 
0,Lavern:  GENERAL PANEL/T4 w bc - In Clinic. | hypercalcemia 
0,"Bear:  KE Cool the Blood (Qing Ying Tang) Tab | Dermatitis (11/16/2016), Renal insufficiency (May 2017), Megaesphogus (2015), Arthritis "
0,"Bear:  KE Spleen Support (Wei Ling Tang) | Dermatitis (11/16/2016), Renal insufficiency (May 2017), Megaesphogus (2015), Arthritis "
0,"Bear:  KE Benefit Hips&Knees Tab (NPN80037527) | Dermatitis (11/16/2016), Renal insufficiency (May 2017), Megaesphogus (2015), Arthritis "
0,"Bear:  Hilary's Blend Supplement For Dogs 700g | Dermatitis (11/16/2016), Renal insufficiency (May 2017), Megaesphogus (2015), Arthritis "
0,"Bear:  Rx Hepato Support 180 Capsules | Dermatitis (11/16/2016), Renal insufficiency (May 2017), Megaesphogus (2015), Arthritis "
0,Gemmi:  Examination / Consultation | Itchy Dog 
0,Gemmi:  Burrow's Otic Solution | Itchy Dog 
0,Kala:  Urinalysis (AT-T760) | impa-recheck 
0,"Kala:  Urine culture & sens, add-on (AT ADD210) | impa-recheck "
0,"Kala:  Consultation, Brief | impa-recheck "
0,Harry:  Vitamin B12 | B12 
0,Harry:  1 Hazardous Waste Disposal per syringe | B12 
0,Harry:  Canine Prescription Diet Treats | B12 
0,Winston:  CEFPODOXIME PROXETIL 100 MG | check bump on hip and check urine 
0,Winston:  LAB - SEDIVUE URINALYSIS | check bump on hip and check urine 
0,Winston:  RIMADYL 100mg | check bump on hip and check urine 
0,Olive:  Medical Waste Disposal | sedated xrays 
0,Olive:  Radiograph(s) - 3 Views | sedated xrays 
0,Olive:  Radiograph(s) - Each Additional >3 | sedated xrays 
0,Olive:  Radiologist Consultation | sedated xrays 
0,Olive:  Butorphanol 10mg/ml Injection (per ml) | sedated xrays 
0,Olive:  Sedation  Injection Dexdom/Torb   | sedated xrays 
0,Olive:  Dexdomitor Injection 0.5mg/ml | sedated xrays 
0,Bauer:  Recheck - Brief | Ear infection/ear meds 
0,Bauer:  Ear / Skin Smear + Stain  | Ear infection/ear meds 
0,Bauer:  Mometamax 7.5g | Ear infection/ear meds 
0,Jack:  Rimadyl 25mg chewable | Intervertebral disk disease / osteoarthritis 
0,Jack:  Gabapentin Capsules 100mg | Intervertebral disk disease / osteoarthritis 
0,Caia:  Marbofloxacin (Zeniquin) 50mg Tab DISPMED | Coughing  
0,Caia:  VS CBC T4 UA SA037 | Coughing  
0,Caia:  Sucralfate (gen) 1g Tab DISPMED | Coughing  
0,Caia:  AIS Radiology Interpretation | Coughing  
0,Caia:  RAD Abdominal/Thorax 1-2 Views | Coughing  
0,Olive:  Medical Waste Disposal | 1+ yeast AU  
0,Olive:  Zymox w/ HC 1.25oz (Blue) | 1+ yeast AU  
0,Olive:  Medical Waste Disposal | 1+ yeast AU  
0,Olive:  Ear Cytology-IH | 1+ yeast AU  
0,Olive:  Professional Consult - Wellness | 1+ yeast AU  
0,Zoey:  Anal Gland Expression | Itchy Ears 
0,Kipper:  Exam/Consultation  Recheck (within 30 day | Torn Dewclaw/Nail bed infection 
0,Archie:  Physical Examination | Ear tip vasculitis/infection 
0,"Brady:  Consultation, Ophthalmology | Eye infection "
0,Brady:  Neo-PolyB-Dex(Maxitrol) OphthSusp5mlBott | Eye infection 
0,Olive:  Neo/Poly/Dex Ophthalmic Suspension | conjunctivitis OU  
0,Olive:  Professional Consult - Medical/Sick Pet | conjunctivitis OU  
0,Olive:  Fluoroscein Stain of Cornea | conjunctivitis OU  
0,Hannah Pacheco:  Radiographs - SET-UP | Vomiting 
0,Hannah Pacheco:  Digital Radiology - 2nd (Abdomen) | Vomiting 
0,Hannah Pacheco:  Medical Waste Disposal (Outpatien | Vomiting 
0,Hannah Pacheco:  Re-Evaluation / Recheck | Vomiting 
0,BOBO:  FECAL CYTOLOGY | Allger and Dirrhear 
0,Zozo:  P-Canine i/d 13 oz (SPECIAL ORDER) | Vomiting 
0,Cinder:  Ear Cytology | ear infection  
0,Cinder:  Medical Waste | ear infection  
0,Cinder:  Examination Office Visit | ear infection  
0,Cinder:  Ear Cleaning- Minor | ear infection  
0,Cinder:  Malacetic  Otic Ear Cleaner 8oz bottle | ear infection  
0,Cinder:  Mometamax 15gm bottle | ear infection  
0,Lola:  Trazodone HCL (gen) 50mg Tab DISPMED | Anxiety 
0,Kipper:  Exam Emergency Regular Hours | broken nail  
0,Penny:  I/D Canine Chx/Veg Stew 12.5oz Can | Having diarrhea 
0,Penny:  Proviable DC - 30 count/1 bottle | Having diarrhea 
0,Penny:  Exam - Consultation | Having diarrhea 
0,Penny:  Metronidazole 250mg | Having diarrhea 
0,Kiska:  Examination - Health Concern | allergies 
0,Kiska:  Shampoo Aloe and Oatmeal | allergies 
0,Pekoe:  Office Visit with Progress Exam  | Lethargy 
0,Sara:  Metacam Oral Susp CAT(15ml)/box | Mobility Issues 
0,Gaston:  Maropitant - CERENIA  60mg tab | Lymphoma 
0,Gaston:  Doxorubicin inj 2mg/ml | Lymphoma 
0,Gaston:  ONCOLOGY CHEMO EXAM | Lymphoma 
0,Gaston:  Sample collection fee | Lymphoma 
0,Gaston:  ECG rhythm strip | Lymphoma 
0,"Gaston:  CBC & chem, Lasercyte Vetscan Vancouver | Lymphoma "
0,Gaston:  Chemo Prep & Waste w Fluids | Lymphoma 
0,"Gaston:  Catheter,  IV Chemo | Lymphoma "
0,Gaston:  Diphenhydramine 50mg/ml | Lymphoma 
0,Cash:  Grapiprant (Galliprant) 60mg Tab 30ct DISPC | Cushings/pain  
0,Cash:  Trilostane (Vetoryl) 30mg Caps 30ct DISPCHR | Cushings/pain  
0,Chachi:  Gabapentin (gen) 100mg Cap DISPCHR | Cushing Disease Gabapentin is for General Discomfort 
0,Foxy:  IDEXX TOTAL HEALTH PLUS | Itching 
0,Foxy:  Office Visit - Sick Pet  | Itching 
0,Kandi:  Gabapentin (gen) 100mg Cap DISPCHR | Back pain  
0,Kandi:  Grapiprant (Galliprant) 20mg Tab 30ct DISP | Back pain  
0,Jimmy:  Finasteride tabs 5mg tablets | Prostatitis 
0,Jimmy:  Physical Exam - Recheck | Prostatitis 
0,TRISTAN:  US Guided Cystocentesis | URINARY ISSUES 
0,TRISTAN:  Exam/Consultation  Recheck (within 30 da | URINARY ISSUES 
0,TRISTAN:  Urinalysis T760 | URINARY ISSUES 
0,Bailey:  Animax/Quadritop Ointment 15mL | Chronic Vulvar dermatitis 
0,Bailey:  Comprehensive Illness Exam | Chronic Vulvar dermatitis 
0,Bailey:  Cefpodoxime 100mg (Generic Simplicef)  | Chronic Vulvar dermatitis 
0,Evita:  Exam - Consultation | Back left foot in pain 
0,Evita:  Benadryl 50 mg | Back left foot in pain 
0,Evita:  Antihistamine Injection | Back left foot in pain 
0,Evita:  Rimadyl 100mg Chewable | Back left foot in pain 
0,Izak:  RAD Extremities 1-2  Views | possible broken leg 
0,Izak:  AIS Radiology Interpretation | possible broken leg 
0,Izak:  Buprenorphine (Buprenex) 0.3mg/mL/mL DISPME | possible broken leg 
0,Izak:  Meloxicam (Metacam) 5mg/mL/mL OPINJ | possible broken leg 
0,Izak:  Exam/Consultation    Well Patient | possible broken leg 
0,Nika:  Bandage - Small | Broken Nail 
0,Nika:  Domitor/Torb w/ Reversal | Broken Nail 
0,Nika:  Broken Toenail Removal w/ Nail Trim | Broken Nail 
0,Nika:  Rimadyl 75mg Chewable | Broken Nail 
0,Nika:  Anesthesia - Local Block | Broken Nail 
0,Nika:  Augmentin 875mg Tablets | Broken Nail 
0,Maxine:  Vetraseb P + PS Mousse 200ml  | Pododermatitis 
0,Shelby:  ICHON Inj 100 mg/ml (per bottle) #21355 | Neck pain 
0,Sevag:  Discount: Exam - Consultation | loose stool 
0,Sevag:  Exam - Consultation | loose stool 
0,Sevag:  Flagyl/ Metronidazole 250mg | loose stool 
0,Theo:  Vetoquinol Aloe Oatmeal Shampoo 275 ml | skin irritation/allergies 
0,Theo:  APOQUEL 3.6mg Tablets  | skin irritation/allergies 
0,Theo:  Medi-Cal GI Low Fat 8kg | skin irritation/allergies 
0,Theo:  CET TOOTHPASTE 70 Grams | skin irritation/allergies 
0,Theo:  Vetoquinol Aloe Oatmeal Conditioner275m | skin irritation/allergies 
0,Khloe:  UA + Culture & Sens. | Urinary Tract Infection 
0,Khloe:  JT Conc. Crystal Stone 0.5g Caps | Urinary Tract Infection 
0,Max:  CBC/Hematology - In House | Cutaneous Lymphoma  
0,Zoey:  Ear Swab Prep | otitis and colitis 
0,Zoey:  Medical Problem Consultation A | otitis and colitis 
0,Zoey:  Metronidazole *250 mg tablets | otitis and colitis 
0,Zoey:  Posatex Otic Suspension 30g | otitis and colitis 
0,Zoey:  Cerenia 60mg  #4 tablets | otitis and colitis 
0,Zoey:  I/D Canine 13 oz  | otitis and colitis 
0,Penelope:  Metacam Injection - Dentistry | Dental Prophy  
0,Penelope:  Full Mouth Dental Radiographs | Dental Prophy  
0,Penelope:  Sedation-Intramuscular + Intravenous | Dental Prophy  
0,Penelope:  Anesthesia - ISO Inhalent per 10 min | Dental Prophy  
0,Penelope:  Dental Exam & Scaling - Canine | Dental Prophy  
0,Penelope:  Surgical IV Fluid Therapy | Dental Prophy  
0,Ross:  Joint Support 60 Count | Injured while playing  
0,Beaulah:  Purina K9 EN Gastro 380g | foreign body 
0,Beaulah:  Purina K9 EN Gastro 380g | foreign body 
0,Axel *RXN*Insur Pays Adequan:  Exam - Consultation | adequan inj 
0,Axel *RXN*Insur Pays Adequan:  Augmentin (Clavamox | adequan inj 
0,Axel *RXN*Insur Pays Adequan:  Inj - Adequan | adequan inj 
0,Axel *RXN*Insur Pays Adequan:  Deramaxx 75mg Chewa | adequan inj 
0,Ellie:  VITAMIN B12 INJ 1MG/ML | Cancer Treatment 
0,Ellie:  Idexx lab  | Cancer Treatment 
0,Ellie:  CERENIA TAB - 16MG | Cancer Treatment 
0,Ellie:  Ultrasound - Abdominal | Cancer Treatment 
0,Ellie:  Consultation - Medical Oncology | Cancer Treatment 
0,Walter:  Medical Progress Exam | Ongoing care 
0,Walter:  Losec 10 mg Tablets | Ongoing care 
0,Walter:  Daycare Package of 20 | Ongoing care 
0,Pocket:  ONCOLOGY RECHECK (MedOnc) | Treatment for Cancer 
0,Pocket:  Discount: ONCOLOGY RECHECK (MedOnc) | Treatment for Cancer 
0,Pocket:  Antech - Superchem/CBC | Treatment for Cancer 
0,Pocket:  Discount: Antech - Superchem/CBC | Treatment for Cancer 
0,Pebbles:  PR Diet Canine J/D 12.5 kg | acting painful 
0,Ding Ding:  NSAID Profile | toxicosis management  
0,"Gaston:  CBC, Lasercyte Vancouver | Lymphoma "
0,Gaston:  Sample collection fee | Lymphoma 
0,Gaston:  Chemo Prep & Waste - IV | Lymphoma 
0,Gaston:  Vincristine inj 1mg/ml | Lymphoma 
0,"Gaston:  Catheter,  IV Chemo | Lymphoma "
0,Gaston:  ONCOLOGY CHEMO EXAM | Lymphoma 
0,Benny:  Fecal Dx Profile (5013) | diarrhea 
0,TAHOE:  Apoquel 5.4mg tabs | pruritus/CADI 
0,Charlie:  Blood Collection - Venous 1 to 2 | canine lymphoma 
0,Charlie:  CBC repeat - Procyte | canine lymphoma 
0,Charlie:  Cyclophosphamide 50mg Tab | canine lymphoma 
0,Zoey:  Metronidazole Benz. 125 mg/mL Susp. | Diarrhea 
0,Zoey:  Pro Pectalin Oral Gel 30ml Syringe | Diarrhea 
0,"Zoey:  Exam, Physical | Diarrhea "
0,Zoey:  Panacur (Fenbendazole) Suspension | Diarrhea 
0,Blondie:  Examination Bi Annual Canine | Biannual 
0,Blondie:  Schirmer Tear Test | Biannual 
0,Harley:  Hygiene Clip | wound 
0,Harley:  Exam & Consult | wound 
0,Harley:  Elizabethan Collar Buster 30 Cm | wound 
